No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
3091,BIDPROPAM POLDA JATIM,041201001827307                                                                                                                                                                                                                                 ,L135 PS BIDPROPAM POLDA JATIM UTK BB,30/11/2024,556.962.000.00, ,"Rp113.119.901.960,00", 
3092,BALAI HARTA PENINGGALAN SURABAYA,4000505051,L 135 PDT BHP SURABAYA UNTUK UPK,30/11/2024,0.00, , ,"Rp261.290.303,00"
3093,PENGADILAN AGAMA BAWEAN,741501000006307,L 135 PDT PA BWN UTK BIAYA PERKARA,30/11/2024,0.00, , ,"Rp261.290.303,00"
3094,PENGADILAN AGAMA GRESIK,7136107668,L 135 PDT PA GRESIK UTK B PERKARA,30/11/2024,0.00, , ,"Rp261.290.303,00"
3095,PENGADILAN AGAMA SURABAYA,5801303333333,L 135 PDT PA SURAB,30/11/2024,0.00, , ,"Rp261.290.303,00"
3096,PENGADILAN NEGERI GRESIK,6101300003748,L 135 PN Gresik Kelas I A,30/11/2024,0.00, , ,"Rp261.290.303,00"
3097,PENGADILAN NEGERI SURABAYA,39301300002044,L 135 PN TIPIKOR SURABAYA KLAS IA KHUSUS UTK PDT BIAYA PERKARA,30/11/2024,0.00, , ,"Rp261.290.303,00"
3098,PENGADILAN TINGGI SURABAYA,009601000038301                                                                                                                                                                                                                                 ,L 135 PT SURABAYA UTK PDT,30/11/2024,0.00, , ,"Rp261.290.303,00"
3099,PENGADILAN TINGGI AGAMA SURABAYA,058401000437300                                                                                                                                                                                                                                 ,L 135 PTA SURABAYA UTK PDT BIAYA PERKARA,30/11/2024,0.00, , ,"Rp261.290.303,00"
3100,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,00000000772774770                                                                                                                                                                                                                               ,L 135 PTTUN SURABYA UTK PDT BIAYA PERKARA,30/11/2024,0.00, , ,"Rp261.290.303,00"
3101,BALAI HARTA PENINGGALAN SURABAYA,9909009992,L 135 BHP SBY UTK PDT KEPAILITAN,30/11/2024,261.290.303.00, , ,"Rp261.290.303,00"
3102,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,23001003349307                                                                                                                                                                                                                                  ,BPN 088 POLRES METRO JAKPUS,31/12/2024,  ,"Rp260.464.138.904,00", , 
3103,ASRAMA HAJI SURABAYA,1420023736662                                                                                                                                                                                                                               ,BPN 135 ASRAMA HAJI SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3104,ASRAMA HAJI SURABAYA,1420014638422                                                                                                                                                                                                                                   ,BPN 135 ASRAMA HAJI SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3105,BALAI KARANTINA IKAN. PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN KELAS I SURABAYA II,032801001198309                                                                                                                                                                                                                                 ,BPN 135 BKIPMKHP KELAS I SURABAYA II,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3106,BALAI PENGAMANAN ALAT DAN FASILITAS KESEHATAN SURABAYA,1420004582184                                                                                                                                                                                                                                   ,BPN 135 BPFK SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3107,DITINTELKAM POLDA JATIM,009601003646307                                                                                                                                                                                                                                 ,BPN 135 DITINTELKAM POLDA JATIM,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3108,DITLANTAS POLDA JATIM,00000000960100161                                                                                                                                                                                                                               ,BPN 135 DITLANTAS POLDA JATIM,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3109,DITLANTAS POLDA JATIM,009601001616306                                                                                                                                                                                                                                 ,BPN 135 DITLANTAS POLDA JATIM,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3110,DITPAMOBVIT POLDA JAWA TIMUR,00000000588773594                                                                                                                                                                                                                               ,BPN 135 DITPAMOBVIT POLDA JATIM,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3111,LANUD SURABAYA,008601002446303                                                                                                                                                                                                                                 ,BPN 135 LANUD SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3112,POLRES GRESIK,008601002446303                                                                                                                                                                                                                                 ,BPN 135 POLRES GRESIK,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3113,POLRES PELABUHAN TANJUNG PERAK,032801002678302                                                                                                                                                                                                                                 ,BPN 135 POLRES PELABUHAN TANJUNG PERAK,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3114,POLRESTABES SURABAYA,09601004717305,BPN 135 POLRESTABES SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3115,POLRESTABES SURABAYA,021101000651305,BPN 135 POLRESTABES SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3116,RUMAH SAKIT UMUM PUSAT SURABAYA,1400099999378,BPN 135 RSUP SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3117,POLRES GRESIK,9898986444590000,BPN 136 POLRES GRESIK,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3118,POLRES GRESIK,2601000586303,BPN 135 POLRES GRESIK,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3119,ASRAMA HAJI SURABAYA,8100123525441000                                                                                                                                                                                                                                ,BPG 135 ASRAMA HAJI SURABAYA,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3120,STASIUN KARANTINA PERTANIAN KELAS II BANGKALAN,8100125673711000,BPG 135 STAS KARANTN PERTAN BANGKALAN,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3121,BALAI BESAR PENGAWAS OBAT DAN MAKANAN SURABAYA,650234327841000                                                                                                                                                                                                                                 ,BPG 135 BALAI BPOM SBY,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3122,BALAI HARTA PENINGGALAN SURABAYA,9890680992991000,BPG 135 BALAI HARTA PENINGGALAN SBY,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3123,BALAI TEKNIK PERKERETAAPIAN WILAYAH JAWA BAGIAN TIMUR,9891504673371000                                                                                                                                                                                                                                ,BPG 135 BALAI TEKNIK PKERETAAPIAN JATIM,31/12/2024,0.00,"Rp260.464.138.904,00", , 
3124,BALAI MONITOR SPEKTRUM FREKUENSI RADIO  KELAS II DI SURABAYA,8100126134131000                                                                                                                                                                                                                                ,BPG 135 BALMON SPEKTRUM FREK RADIO SBY,31/12/2024,0.00,"Rp260.464.138.904,00", , 
